,title,description,publishedAt,channelId,videoId,channelTitle,liveBroadcastContent
447,"Trade war fallout would be worse for US than China, says strategist","Andy Rothman of Matthews Asia joins CNBC's ""Closing Bell"" to discuss trade tensions between the U.S. and China.",2019-06-10T21:58:13Z,UCrp_UI8XtuYfpiqluWLD7Lw,u3miBh_d7vg,CNBC Television,none
448,Currency may be next front in US-China trade war,Some investors fear a currency war between the US and China is coming after Beijing allowed the Yuan to fall below a key symbolic level and President Donald ...,2019-08-08T18:49:12Z,UCe-4xQosMQGkIA8mT4sR98Q,7NCE-ohUSyE,CNN Business,none
449,US-China trade war impacts key 2020 election states,"The US-China trade war is expected to have a major impact on the 2020 presidential election, with thousands of workers in Wisconsin affected, which is ...",2019-10-26T08:34:07Z,UCO0akufu9MOzyz3nvGIXAAw,Vw89zcZITOU,Sky News Australia,none
450,US-China trade war is easy to win: Gordon Chang,The Coming Collapse of China” author Gordon Chang discusses why the U.S. would win a potential trade war with China.,2018-06-15T21:07:48Z,UCCXoCcu9Rp7NPbTzIvogpZg,4s7qKV9Tjt4,Fox Business,none
451,Monetary policy and the U.S–China trade war,"Yahoo Finance's Adam Shapiro, Pras Subramanian and Julie Hyman discuss monetary policy, interest rate and investing in gold with Lori Heinel of State Street ...",2019-09-06T19:17:06Z,UCEAZeUIeJs0IjQiqTCdVSIg,yCi5UFDUd08,Yahoo Finance,none
452,What&#39;s at Risk for Apple in U.S.-China Trade War?,"May.28 -- Walter Piecyk, managing director and analyst at BTIG, examines the potential risks Apple Inc. faces from the trade war between the United States and ...",2019-05-28T23:02:07Z,UCIALMKvObZNtJ6AmdCLP7Lg,0N09kwJj5qQ,Bloomberg Markets and Finance,none
453,Garlic farmers profit from US-China trade war,"Millions of US farmers are suffering because of Trump's trade war, but not the country's garlic growers. They are actually profiting from the standoff with China.",2019-09-01T13:26:09Z,UCNye-wNBqNL5ZzHSJj3l8Bg,pCx02t1uobw,Al Jazeera English,none
454,"Tariffs, Manipulation, &amp; Theft: U.S. &amp; China Trade War Explained",SUBSCRIBE: https://www.youtube.com/roguerocket?sub_confirmation=1 Want More News?: http://RogueRocket.com/Support Snag some ...,2019-08-29T16:17:07Z,UCpLB7kBu9O5dbBKhaIOmqcQ,ppDt4r26ghU,Rogue Rocket,none
455,Who is more vulnerable in the escalating U.S.-China trade war?,"China set out to retaliate against new U.S. import taxes on Chinese goods on Tuesday by saying it would levy tariffs on $60 billion worth of U.S. goods, ranging ...",2018-09-18T23:32:23Z,UC6ZFN9Tx6xh-skXCuRHCDpQ,10l8-9tTyEI,PBS NewsHour,none
456,How the US-China trade war is impacting Asian flat steel markets,"Steel has been at the center of the escalating trade war between the US and China. Six months after the US placed initial tariffs on steel imports, S&P Global ...",2018-09-20T08:40:18Z,UCUojLlX-tDuh2tyEum-wRAA,LqcwMYdoO5M,S&P Global Platts,none
457,"GM CEO on US-China trade war, auto stocks and leadership","General Motors CEO Mary Barra sits down with CNBC's Andrew Ross Sorkin at the New York Times' Dealbook conference to discuss China trade, auto stocks ...",2018-11-01T15:27:20Z,UCrp_UI8XtuYfpiqluWLD7Lw,tmjdwB8IttQ,CNBC Television,none
458,Which country could benefit from the U.S.-China trade war?,"Chinese CEOs are changing their investment plans because of the trade war with the U.S. and that could benefit Australia, according to Bob Moritz, PwC's global ...",2019-01-22T13:55:14Z,UCa4sjFwFECJOlzLcYZMUhSg,TN4YRz4dn5Q,CNNMoney Switzerland,none
459,The Heat: US-China Trade War,U.S. President Donald Trump threatens to impose tariffs on all Chinese imports. CGTN's Jessica Stone has this report.,2018-09-07T23:40:38Z,UCj7wKsOBhRD9Jy4yahkMRMw,3rDUguRxYXY,CGTN America,none
460,Can China Outlast Trump? | US China Trade War | News Headlines | China Uncovered,The US China trade war is heating up as President Donald Trump hits China with 25% tariffs on 300 billion dollars worth of Chinese goods. Two Canadian ...,2019-05-17T16:00:05Z,UCgFP46yVT-GG4o1TgXn-04Q,W4rBXo_NAaY,China Uncensored,none
461,How U.S.-China trade war is pinching profits for Maine&#39;s lobster industry,"Trade tensions between the U.S. and China are not expected to ease anytime soon, and in New England, tariffs are clawing away at lobster profits. Lobstering is ...",2019-09-13T00:49:17Z,UC6ZFN9Tx6xh-skXCuRHCDpQ,yjdc6hcJCC0,PBS NewsHour,none
462,We&#39;re living &#39;Tweet to Tweet&#39; on US-China trade war: Expert | Capital Connection,"It's hard to predict what will happen - the big issue is what the outcome will be for Huawei, for example, says Geoff Bazzan, head of Asia Pacific equities at ...",2019-05-31T10:30:00Z,UCF8HUTbUwPKh2Q-KpGOCVGw,7wRlZCwH-Zk,CNBC International TV,none
463,🇨🇮 Ivory Coast&#39;s &#39;devil&#39;s milk&#39; at centre of US-China trade war | Al Jazeera English,Rubber tree growers in Ivory Coast are emerging as the latest casualty of the trade war between the United States and China. It is Africa's leading exporter of the ...,2018-10-22T12:43:05Z,UCNye-wNBqNL5ZzHSJj3l8Bg,m0gK4dpFLaA,Al Jazeera English,none
464,Donald Trump announces truce in China-US trade war after two days of negotiations | ABC News,"The United States is suspending a tariff hike on $US250 billion in Chinese imports that was set to take effect on Tuesday, as the world's two biggest economies ...",2019-10-11T22:34:01Z,UCVgO39Bk5sMo66-6o6Spn6Q,wiAk3JPzqnk,ABC News (Australia),none
465,Is the US-China trade war fueling the Amazon fires?,"The Brazilian Amazon is facing its worst spate of forest fires since 2010, with news of the destruction of the world's largest rainforest last month prompting global ...",2019-09-11T11:55:10Z,UC7fWeaHhqgM4Ry-RMpM2YYw,7vdMU18k72k,TRT World,none
466,"US China Trade War, Volatile Markets. Drew Zimmerman - Aug. 28, 2019","Gold, Interest Rates, Canadian Dollar Guest's website: http://www.polarfuturesgroup.com/ Produced by https://www.HoweStreet.com Don't miss out - Stay ...",2019-08-28T23:32:27Z,UCPPRIYfKUMN2-wybje5Ibrw,BpJF3DkvbVY,talkdigitalnetwork,none
467,Bob Livingston and Chris Lu discuss U.S.-China trade war,Former Congressman Bob Livingston and UVA Miller Center senior fellow Chris Lu join Larry King on PoliticKING to discuss the latest escalation in the trade war ...,2018-09-14T01:00:02Z,UCxzcBfvmeLmUNjlyM7FMgFg,1RyNckOEH3c,Larry King,none
468,08/19/2019 Huawei caught in crossfire of U.S.-China trade war/ India-Pakistan spar over Kashmir,A reprieve for Huawei to purchase from U.S. companies? The ball is in Trump's court. – India revokes Kashmir's special status. Will conflict erupt along the ...,2019-08-20T02:00:03Z,UCgrNz-aDmcr2uuto8_DL2jg,z8lsQDIEIaA,CGTN,none
469,The Heat: US-China Trade War,U.S. President Donald Trump threatens to impose tariffs on all Chinese imports. CGTN's Jessica Stone has this report.,2018-09-07T23:40:38Z,UCj7wKsOBhRD9Jy4yahkMRMw,3rDUguRxYXY,CGTN America,none
470,US-China Trade War: China is Winning,"US President Donald Trump has complained about China's trading practices since before he took office in 2016. Last year, the US imposed three rounds of ...",2019-05-27T16:45:21Z,UCUv5xPcVJto80YoBTkM1XMw,8kAm2HYqbrY,AR4 News,none
471,"Trade War with China: Costs, Opportunities, Challenges, and Benefits",PIIE's leading experts on China briefed Senate and House of Representatives committee staff members on Capitol Hill on the escalating US-China trade war.,2018-09-26T15:05:57Z,UCRnLlxwOaxeplsJ8On583Vw,LE2NSbRpi5I,Peterson Institute for International Economics,none
472,Jean-Claude Trichet: &quot;Anything could happen&quot; in US-China trade war,"Subscribe to France 24 now: http://f24.my/youtubeEN FRANCE 24 live news stream: all the latest news 24/7 http://f24.my/YTliveEN As the G20 summit looms, we ...",2019-06-27T20:01:50Z,UCQfwfsi5VrQ8yKZ-UWmAEFg,9kq8aH8P6LA,FRANCE 24 English,none
473,Donald Trump announces truce in China-US trade war after two days of negotiations | ABC News,"The United States is suspending a tariff hike on $US250 billion in Chinese imports that was set to take effect on Tuesday, as the world's two biggest economies ...",2019-10-11T22:34:01Z,UCVgO39Bk5sMo66-6o6Spn6Q,wiAk3JPzqnk,ABC News (Australia),none
474,Trump&#39;s Trade War is Trashing the U.S. Economy,"President Trump, who has 15 months to keep the economy from collapsing before the next election, is choosing to blame the media for the stock market's woes.",2019-08-16T03:50:00Z,UCMtFAi84ehTSYSE9XoHefig,t_qVnZwsNO8,The Late Show with Stephen Colbert,none
475,Exports last year down 2.65% from U.S.-China trade war,"The Trade Policy and Strategy Office (TPSO) has indicated that the gross value of Thai exports last year was 246.244 billion U.S. dollars, showing a 2.65 percent ...",2020-01-23T02:47:35Z,UCprW3qy6P2AU_nG-EwS4aRg,CyicNHD0EhM,NBT WORLD,none
476,US-China trade war effect on American dairy farmers,"""Better days are ahead."" That is the message to U.S. dairy farmers from U.S. Secretary of Agriculture Sonny Perdue. The number of farms filing for bankruptcy in ...",2019-10-04T00:11:12Z,UCj7wKsOBhRD9Jy4yahkMRMw,rxpox1arc3Y,CGTN America,none
477,The Heat: US-China Trade War Pt 2,"To discuss this, tonight's panel includes, Yan Liang, an associate professor of Economics at Willamette University; Qinduo Xu, a senior researcher with Pangoal ...",2018-09-08T00:13:42Z,UCj7wKsOBhRD9Jy4yahkMRMw,YNXGY-luDRw,CGTN America,none
478,US-China relations continue to deteriorate ahead of US-China trade meeting,Yahoo Finance's Akiko Fujita and Myles Udland report on latest developments with US-China trade tensions #USChinatradewar #PresidentTrump #President Xi ...,2020-08-10T20:23:18Z,UCEAZeUIeJs0IjQiqTCdVSIg,EwM8Es0XKP4,Yahoo Finance,none
479,Trade: Last Week Tonight with John Oliver (HBO),Donald Trump is waging a trade war that hurts a lot of American workers. Maybe he would understand that if our heavy-handed documentaries about the global ...,2018-08-20T06:30:00Z,UC3XTzVzaHQEd30rQbuvCtTQ,etkd57lPfPU,LastWeekTonight,none
480,Trump Wants to Add MORE Tariffs: US-China Trade War,US President Donald Trump has hit China with more tariffs in the US-China Trade War and labeled China as a currency manipulator. What does this mean for ...,2019-08-07T18:00:01Z,UCgFP46yVT-GG4o1TgXn-04Q,BJDoQhjbY-Q,China Uncensored,none
481,"Trade War with China: Costs, Opportunities, Challenges, and Benefits",PIIE's leading experts on China briefed Senate and House of Representatives committee staff members on Capitol Hill on the escalating US-China trade war.,2018-09-26T15:05:57Z,UCRnLlxwOaxeplsJ8On583Vw,LE2NSbRpi5I,Peterson Institute for International Economics,none
482,"US-China trade war a &#39;little headwind in a much longer journey,&#39; Cisco VP says | East Tech West","Guy Diedrich, vice president and global innovation officer at Cisco, discusses the impact the Sino-U.S. trade war is having on technological innovation.",2019-11-18T14:45:00Z,UCF8HUTbUwPKh2Q-KpGOCVGw,9NuQv9-J8os,CNBC International TV,none
483,US China Trade War | EuroNews | Talking Business | Guy Shone | ExplainTheMarket,"Guy Shone, CEO of ExplainTheMarket, explain the latest on the US-China trade war on EuroNews Talking Business.",2020-02-19T14:39:08Z,UC0GX084neSRfRPpwP9Waj3Q,1BLyYdjSw1U,ExplainTheMarket,none
484,How to Invest in Trump&#39;s New 2020 U.S. China Trade War,Tensions are rising. Tempers are flaring. Trump tells Chinese companies to get out. China's government issues sanctions. The trade war is escalating... And it ...,2020-08-12T02:47:37Z,UCRD1_w7GVdDoMvjJFRqg9xg,4BrWQEPT9cw,Stocks Tech and Beer,none
485,WOYM Ep22 U.S. China Trade War Nonsense,On this episode of What's On Your Mind? #WOYM - ITPM Mentors Ross Williams & Chris Cathey have a laid back discussion on what they think matters right ...,2019-05-17T13:00:22Z,UCcgaoWXUKFl-P3rdNXCuWjg,Yshv51GuBhg,InstituteofTrading,none
486,How Trump can win the trade war with China. Ballots and Dollars Podcast | Episode: 7,Can Trump win the trade war? Listen to the full episode of the Ballots and Dollars podcast to find out: ...,2019-07-17T20:54:01Z,UCEAZeUIeJs0IjQiqTCdVSIg,ja3-ZwJvZug,Yahoo Finance,none
487,U.S. - CHINA TRADE WAR  Part 1,मकर संक्रांति के अवसर पर बनाये अपना भविष्य | अभी ज्वाइन करें TyariPLUS https://tyari.page.link/Sankranti_Offer_YT Avail special new year ...,2018-03-24T14:50:05Z,UCAGldPzfgGghdWo3hl4nmsA,lqhhk2re6KE,OnlineTyari,none
488,Here&#39;s how the China trade war is impacting the trucking industry,"As a result of tariffs and the trade war, truck drivers and trucking companies are saying a key source of revenue keeps declining. CNBC's Frank Holland reports.",2019-05-24T11:33:44Z,UCrp_UI8XtuYfpiqluWLD7Lw,rlOc7WtQxww,CNBC Television,none
489,WOYM Ep22 U.S. China Trade War Nonsense,On this episode of What's On Your Mind? #WOYM - ITPM Mentors Ross Williams & Chris Cathey have a laid back discussion on what they think matters right ...,2019-05-17T13:00:22Z,UCcgaoWXUKFl-P3rdNXCuWjg,Yshv51GuBhg,InstituteofTrading,none
490,Agco CEO tells Jim Cramer the US-China trade war has had little impact on the farm business,Agco CEO Martin Richenhagen tells CNBC's Jim Cramer that the company's large international exposure has helped it during the US-China trade dispute.,2019-09-18T23:18:41Z,UCrp_UI8XtuYfpiqluWLD7Lw,SsUBnCy5iMM,CNBC Television,none
491,BritCham Philippines sees resilient PH economy amidst US-China trade war,"With the ongoing trade war between United States and China that would inevitably affect the global market, British Chamber of Commerce Philippines Executive ...",2019-09-20T01:11:04Z,UCDRQzlfLAasiD8QNzrZCT5A,Md6SCcBcnZQ,THEPHILBIZNEWS TV,none
492,Experts debate the effect of the China trade war on the market,"Steve Chiavarone, portfolio manager for Federated, and Jay Jacobs, head of strategy and research at Global X Funds, joins ""Squawk Box"" to discuss how ...",2019-05-23T11:05:21Z,UCrp_UI8XtuYfpiqluWLD7Lw,fqVL3_W-f8Q,CNBC Television,none
493,"Trade War Between China and U.S. Doesn’t Have a Winner, Says Professor Miles","May.23 -- David Miles, professor of financial economics at Imperial College Business School, and Bloomberg's Karen Leigh discuss the U.S.-China trade war, ...",2019-05-26T23:53:40Z,UCV61VqLMr2eIhH4f51PV0gA,kvHifoN66Tk,Bloomberg Politics,none
494,"US-China trade war a &#39;little headwind in a much longer journey,&#39; Cisco VP says | East Tech West","Guy Diedrich, vice president and global innovation officer at Cisco, discusses the impact the Sino-U.S. trade war is having on technological innovation.",2019-11-18T14:45:00Z,UCF8HUTbUwPKh2Q-KpGOCVGw,9NuQv9-J8os,CNBC International TV,none
495,"Philippines: US vs China Trade War...Emerging Markets, Investors can WIN...IF ?","Amidst the US-CH         Trade War , how should Emerging ASEAN Markets like the Philippines position itself? Constructive recommendations amidst global ...",2019-01-07T08:24:29Z,UCGCGUExsKPWZ4M3WVWzxj4g,mRgLRI2ETl0,Integrated Development Studies Institute,none
496,Jonathan Aronson - A Roundtable Discussion Of The U.S.-China Trade War,"The first stirrings of the U.S.-China trade war came on the U.S. campaign trail in 2016, but threats became actions this spring. President Trump argues the war ...",2018-09-13T20:56:24Z,UCAyGWTTGpsfDz5T0_crjh4w,vpJD_qDTmvA,USC U.S.-China Institute,none
497,China&#39;s True Trade War Fear,"In this episode of Zooming In, we reveal what Trump demands from China in terms of the trade war requires the Chinese Communist Party to change how it runs ...",2018-06-14T06:49:35Z,UCVWMVBg1RPrDlakdmbyTKBA,13XUoRd7eMw,Zooming In with Simone Gao,none
498,China: US waging a diplomatic war | Chinese apps significant threat to US data | Pompeo,China: US waging a diplomatic war | Chinese apps significant threat to US data | Pompeo China targetted US Secretary of State Mike Pompeo over comments ...,2020-08-06T11:33:43Z,UC_gUM8rL-Lrg6O3adPW9K1g,2SxTqhywPQ0,WION,none
499,Trump stands firm on China trade war as G7 talks commence,US President Donald Trump has vowed to continue the trade war between his country and China during a meeting with Britain Prime Minister Boris Johnson on ...,2019-08-25T08:35:08Z,UCO0akufu9MOzyz3nvGIXAAw,K4lBhaDLlCw,Sky News Australia,none
500,Will US-China trade war impact textile industry?,The United States will impose 10 percent tariffs on an extra $200 billion worth of Chinese imports. The new list released by the office of the US trade ...,2018-07-13T11:32:07Z,UCTnU6fF5ds7_V3pluh5sZvA,O_Yqj7WTIBs,Fibre2Fashion,none
501,Winners of the US-China Trade War,"WorldCity.TV: Ken Roberts (our Trade Data guy), WorldCity President, contributor to Forbes.com, and member of the Federal Reserve Advisory Board, discusses ...",2019-05-14T21:38:45Z,UCAlHqF0wcTGaQc7OfdRHNNA,fFg4C2Ndm6s,USTradeNumbers,none
502,What the US – China Trade war means for Africa,"With the on going tech war between US mobile operators and China's Huawei, what are the socio political implications on Africa? Seniorv Researcher at Moja ...",2019-04-17T08:42:06Z,UC3eUf7sy_mWTnLxm8MFi4Iw,0Y4gMyvb_cw,BRICS TV,none
503,Brand India : India to Take Benefit of US-China Trade War | लड़ेंगे चीन अमेरिका फायदा उठायेगा भारत,Get Latest updates & videos Subscribe - https://www.Youtube.com/Mygrowingindia?sub_confirmation=1 Brand India : India to Take Benefit of US-China Trade ...,2018-10-10T12:32:08Z,UCQcGsZC1PzWLtCmXl4Kqb_A,4Q_cQCZiJxc,My Growing India,none
504,ഇനി യുദ്ധമോ? | US - China Trade War | Is this the start of a new cold war? | Kaumudy,"Since President Donald Trump took office in 2017, his approach to U.S.-China relations has included increased pressure via tariffs and trade war rhetoric, and ...",2020-07-19T10:40:24Z,UCSVALYUGVruJ4I2RjhiudSQ,-48m6mKNS24,Kaumudy,none
505,"चीन अर्थव्यवस्था पर संकट, कई कंपनियां दिवालिया/ US-China trade war making chines company shut",The tit-for-tat exchange of tariffs between the United States and China gives the impression the world's two biggest economies are headed down the road ...,2018-07-28T13:32:26Z,UC7jWg8R3qe2mmo488N5m4Jw,rTsAOaQVvhk,TTN NEWS,none
506,E. Michael Jones - US-China Trade War.,One of the liveliest debates ever - I'd love to see it go viral - and not for my sake.,2018-07-08T01:28:47Z,UCgCb68X3JabzsWDh0UJ0Tzg,U0eUd6rSF-4,bammbamm12,none
507,"Trade war fallout: IPHONE maker says, China’s days as factory to the world are over | Hybiz Tv","A key supplier to Apple Inc. and a dozen other tech giants plan to split its supply chain between the Chinese market and the U.S., declaring that China's time as a ...",2020-08-13T11:40:43Z,UCeoyATtDjeDXGQzH2ANaYzQ,uoaueCPhfDo,HYBIZTV HD,none
508,What is US-China Smartphone War | US-China Trade War | Ex- Indian Army Sanjay Kumar Singh,"In this Video, Educator Sanjay Kumar (ex - Indian Army) will be sharing light on what is US-China Smartphone War. This session will be beneficial for UPSC ...",2020-08-14T07:01:58Z,UCE6wlYZOldn_o25sXQzp0LA,Q6QEoye2qsU,Unacademy - Shaurya,upcoming
509,Difficulty of China with an inward economic strategy | News,"Difficulty of China with an inward economic strategy. Two months ago, China announced a ""dual circulation"" strategy - relying more on domestic consumption, ...",2020-08-13T04:30:12Z,UCKG-dlyyOg0xxLLAvwnXp8Q,kZM_wVLo2yA,News,none
510,Is the US-China trade war going to turn into a world war?,"When the global economy begins its long and arduous recovery, the United States needs to shift its strategy in the trade war to address the core concerns that ...",2020-08-12T11:00:17Z,UCs67rOAymbqyYU1PiGmaw-w,EZ_bJ-WoDms,Inside Data,none
511,"Russia leh US inngur leh tawh, Joe Biden fundraise a hlawhtling",US leh Russia chu Black Sea lamah an lo inkhuainuai hman tep. South China Sea lam aiin a hlauhawm tlat. Joe Biden in a Vice President atan Indian ...,2020-08-14T02:36:19Z,UCTm-eG-zL08jubsiJOnHDQg,GK0u1xUG7bY,MFD GS,none
512,China and Australia&#39;s war of words,"Australia's push for an inquiry into the origins of the coronavirus has exacerbated tensions with its biggest trading partner, China. Canberra finds itself navigating ...",2020-05-27T21:10:34Z,UC7fWeaHhqgM4Ry-RMpM2YYw,giGIPeN9_yw,TRT World,none
513,Chinese students education dreams dashed amid US trade war,"Four students in China, caught in the crossfire of the ongoing Sino-US spat as well as the global pandemic, are trying to come to terms with the prospect of not ...",2020-08-14T05:11:50Z,UCJE0c0VnDYiMNLtQi973c8w,Uq981b_ITjc,THE MALAYSIAN INSIGHT,none
514,What Happened To The US China Trade Deal?,"Out of sight, but not out of mind... the Do More With Your Money panel discussed the US China trade deal and how this has been impacted by recent events.",2020-08-11T13:22:49Z,UCSTR51Y53Mb_KAJMXmyc_kQ,pypmbtdH2Mo,True Potential LLP,none
515,"Russia damdawi a rintlak em? Indian Company an tel pha lo, US in pre-order a siam tawh","Covid19 Damdawi siamna kawngah pawh hian Politics a tam ta hle. Russia, China leh US Company te zingah hian tu siam hi nge rintlak ber ang? I thlir ngei ...",2020-08-13T15:32:10Z,UCTm-eG-zL08jubsiJOnHDQg,xYA3NNDrat4,MFD GS,none
516,US Trying To Steal TikTok From China As Relations Collapse?,"With the clock ticking for TikTok, is the US in the process of trying to steal the successful company away from China, as relations with the country continue to ...",2020-08-09T22:00:01Z,UCczrL-2b-gYK3l4yDld4XlQ,3TDGbIW0tdY,RT America,none
517,Why Trump&#39;s Ban WeChat Everything You Need know China USA Trade War,To stay up to date with our latest interesting videos make sure to subscribe to WORLD EVENTS NOW YouTube channel by clicking the button above this video.,2020-08-13T16:53:41Z,UCilnyX_KKGaCeT9RLWigcsg,FTBQQJ-S8J4,World Events Now,none
518,"Superpower Showdown, Bob Davis and Lingling Wei take us inside the trade war","Superpower Showdown is the inside story of the US–China trade war, how relations between these superpowers unraveled, darkening prospects for global ...",2020-08-07T15:30:09Z,UCAyGWTTGpsfDz5T0_crjh4w,yOdfY-qU1zI,USC U.S.-China Institute,none
519,US-CHINA Conflict: US Military Attack and Pushes Back on China in the South China Sea near Subic Bay,China's Defence Minister Wei Fenghe and his US counterpart Mark Esper warned each other in a phone call about escalating risks over Taiwan and the South ...,2020-08-13T22:00:07Z,UC4iCDvPGyiZdmtXcmAjH0oQ,Ybr165-cUJk,U.S. Military Defence,none
520,Will China lose itself in the competition with the US? | News,"Will China lose itself in the competition with the US? The US military has a major preoccupation: figuring out how to stop China or, in the event of war in the ...",2020-08-09T14:00:30Z,UCKG-dlyyOg0xxLLAvwnXp8Q,58MTWJhfPq0,News,none
521,#US #China#🔥🔥  America me bhi TIKTOK BAN|Chinese Apps/Trade war,TIKTOK ban in China.,2020-08-08T12:26:48Z,UCMC446RjPbzjUd3o0o1BH3A,_AICvFvqeFE,Abhinav Research,none
522,"Vice President Joe Biden on China policy, tariffs",NPR reporter Lulu Garcia-Navarro asked Vice President Joe Biden to give his thoughts on China policy and tariffs. The interview was set up through the ...,2020-08-05T15:06:03Z,UCACRim7l0tmc5lhNnDQyUvQ,IPlC1ycG9yc,The Dallas Morning News,none
523,#BDSwissExperts: How Do US-China Trade Relations Affect Forex Markets?,"There are many factors that affect the value of currencies and influence forex trends, but as Marshall Gittler explains, few have a more significant impact than a ...",2020-08-13T10:34:11Z,UCWMS8bvTqu95RG9DyaGVwLQ,0SyueNjSMLw,BDSwiss Group,none
524,China worries &#39;losing face&#39; if Japanese enterprises leave | News,"China worries 'losing face' if Japanese enterprises leave. Provinces in China are actively promoting trade and increasing incentives to avoid ""losing face"" if ...",2020-08-06T18:30:30Z,UCKG-dlyyOg0xxLLAvwnXp8Q,1k67a8xKBWw,News,none
525,WHITE HOUSE INCIDENT AND THE CHINA COLD WAR,"In this video, Dr. Chhoda analyzes yesterday's White House incident and points out the emerging China Cold War, highlighing the words of the President.",2020-08-11T18:41:51Z,UCVJM7CVLILYos57dpc3wvsA,adY95Pb1T3I,Dr. Nitin Chhoda - Ignition Time,none
526,india vs China trade war hindi- Atmanirbhar Bharat -चीन में  भारतीय सामानों की बिक्री बढ़ी ???,"चीनी सामान कम ख़रीदने लगा भारत, पर चीन में भारतीय सामानों की बिक्री बढ़ी ??? Read the Whole Article Here ...",2020-08-12T08:49:32Z,UCzPB_kfuI4uUmXsJ2-dyXzg,Xnp25Vb1urE,Let's News,none
527,China declares &quot;does not intend to replace the US superpower&quot; | News,"China declares ""does not intend to replace the US superpower"". Beijing for the first time had a detailed response after US Secretary of State Mike Pompeo's ...",2020-08-07T21:00:11Z,UCKG-dlyyOg0xxLLAvwnXp8Q,XyauOwpHSMs,News,none
528,US-China Rivalry,"The US and China have clashed over everything from trade to intellectual property theft, to security on the high seas. Now the US is doubling down by going ...",2020-08-08T11:07:52Z,UC7fWeaHhqgM4Ry-RMpM2YYw,6y0ZoymXx10,TRT World,none
529,"Reorient China Trade, Forge Deals With Others, Have Courage To Open Up: Arvind Panagariya","New Delhi: India has a ""tough neighbourhood and needs to deal with it,"" Arvind Panagariya, Former NITI Aayog Vice Chairman and professor of economics at ...",2020-08-09T13:30:12Z,UCKt7TllYnUsCkocpzeX7Tfw,7iE6VTyF3fs,StratNewsGlobal,none
530,"Not Made in Hong Kong, but Made in China | Trump uses China’s official Hong Kong  | us china","Not Made in Hong Kong, but Made in China – Trump uses China's official Hong Kong line to choke it economically The inevitable has finally happened as the ...",2020-08-12T08:10:48Z,UC434quLUevXlJ5owB2nTBxA,PLJnhpD_Nwc,The Trending Report,none
531,U.S. / CHINA Conflict May Escalate From A Cold War/Trade War Into Hot War If China Fails To Open Up.,,2020-08-09T18:35:42Z,UCQwZbmp0WgsnG_lx-CMw1dA,fqKjpTM0NtU,Mind Body Soul,none
532,"“Who would do this? Oh, President Trump”: Doug Ford tears into U.S. administration over new tariffs",Ont. Premier Doug Ford says Canadians should respond to the newly-imposed aluminum tariffs by buying Canadian-made goods and criticized U.S. President ...,2020-08-07T15:14:41Z,UCi7Zk9baY1tvdlgxIML8MXg,cK71gqQavqs,CTV News,none
533,What Do Americans Think of the US-China Relations?,"With the ongoing trade war, the island disputes in the South China Sea, and the mutual shutting down of consulates, the US-China relations have never been ...",2020-08-07T18:35:26Z,UCIygfbg--AlJC6GSTAFcKLQ,qPwU-9fJ1r8,Shaoyu Yuan,none
534,IP theft | Intellectual Property | Nepal | China vs Us trade war,iptheft #science #technology #inventions #computer #news #facts IP theft in Nepal Intellectual Property theft in Nepal The US vs China Tiktok vs Microsoft ...,2020-08-10T07:44:39Z,UC15F5t-6B3KU8YfIkFANWcQ,lByMt_kZTH0,Hungry Mind,none
535,China US trade War | Is it going to become World War 3 ? | Asim Gulzar,"China US trade War | Are both countries Preparing for World War 3 ? | Opinion by Asim Gulzar. In this video, I talked about US China trade war, how it began and ...",2020-08-09T17:32:33Z,UCiQEOPZV51eQnmy6hXKf4ZA,e0FAYOfdMkM,Asim Gulzar Tv,none
536,Will US/China Tensions Lead to Military Conflict? | Analysis from Zanny Minton Beddoes | GZERO World,"On the latest episode of GZERO World, Ian Bremmer discusses the mounting tensions between the US and China with Zanny Minton Beddoes, Editor-in-Chief of ...",2020-08-05T11:00:19Z,UC-8_qAhNVG8G1wxONMnYr3Q,enQ0CUtVxcg,GZERO Media,none
537,US China Relations in hindi ||US China war impact on india||usa vs china ||america vs china #uschina,"USA And china relationship are under stress..Usa-China relationship become worse now days..it starts from trade war to south china sea, hongkong protests ...",2020-08-09T13:25:55Z,UCmIJmjT-tQppXG4xlf952Tg,Pt-9YyFEM7c,Hil Shah,none
538,"If This Happens, The iPhone Will Tank in China",LG gram 17 : https://bit.ly/3fN3y4g LG gram 17 on Amazon : https://geni.us/6IIzv Without WeChat Apple and the iPhone could have serious trouble in China.,2020-08-10T18:34:47Z,UCXv-co3EYHF7aOH4A93qAHQ,EUNad4tdVMg,Lew Later,none
539,A Conversation on U.S. - China Relations,"Speaker: Elizabeth Economy, C.V. Starr Senior Fellow and Director for Asia Studies, Council on Foreign Relations Speaker: Minxin Pei, Tom and Margot Pritzker ...",2020-08-07T04:59:31Z,UCoiTVuiMdqBRMSBGMEcmxCw,QscjmC4pRlM,The Aspen Institute,none
540,"Trump’s TikTok and WeChat order, a new front in US vs China technology war",President Trump is broadly prohibiting unspecified 'transactions' with Chinese owners of TikTok and WeChat via executive order in 45 days. WeChat and its ...,2020-08-08T10:17:17Z,UCJFOER35ggIWwsXh2ZDnqyg,-Ali6KnjwlI,The Economic Times,none
